Symbol,Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m,momentum_score,signal
NVDA,2024-07-01,123.43101009570316,124.80057257621507,118.79247599150392,124.26074981689452,284885500,0.1249792266641358,0.3756760719722185,1.5103195323163212,2.045838479592761,1.359064388592858,long
COIN,2024-07-01,226.0,236.0399932861328,224.0399932861328,233.3699951171875,7739800,-0.0059209380736632,-0.074332654189818,0.2522536722090174,2.2220073744844524,0.9490204268111563,long
CEG,2024-07-01,206.8073320843112,212.17146253201503,201.79086805671884,203.6881866455078,4168400,-0.088504625961032,0.1042234747152694,0.757040764637132,1.2757279067362877,0.7493976244326054,long
ANET,2024-07-01,88.67749786376953,89.39250183105469,86.1875,89.17500305175781,6548400,0.1746690637728534,0.1899917004404712,0.5052538733576535,1.2393121177818784,0.7027662555854269,long
NRG,2024-07-01,77.40101247362476,77.83303128805835,75.86928624998242,76.43877410888672,2607600,-0.0802220506924372,0.1159216075713944,0.5209706903334703,1.1629132606409889,0.6366186278014718,long
LLY,2024-07-01,905.5721779705408,910.5977797248264,898.1628661915029,908.1544799804688,2546100,0.121843646730005,0.2042974191203788,0.5796402134242213,0.9832501025667136,0.6202359535510282,long
WSM,2024-07-01,138.7689863379027,141.95415554270397,135.92841677769448,136.3124237060547,1886200,-0.0396765974079332,-0.1172534748857531,0.3734484678029806,1.2974203892542384,0.6035843413246458,long
MU,2024-07-01,129.90119522536355,131.47394715112804,126.68601287557344,130.91651916503906,24749000,0.0414126782288759,0.0580853721454199,0.5328282889188496,1.0564527436843094,0.5981879264013503,long
AVGO,2024-07-01,159.00792427844326,163.01722622456478,157.55448669514834,162.23118591308594,47623000,0.2066814074522003,0.2190320420653866,0.472741698949894,0.9356863891735387,0.5805716145126811,long
WDC,2024-07-01,57.496801926283126,57.79858110483959,56.11615371247096,57.62505722045898,4769415,0.0115216970030396,0.0780522718290399,0.4430379251062044,1.031383029079881,0.5622272132299257,long
GE,2024-07-01,159.6038161207169,160.32896770592166,155.01447859930326,157.91510009765625,4435100,-0.0318515073149575,0.1379089795874835,0.5550477139539858,0.8559539469259843,0.5332925381425904,long
TRGP,2024-07-01,127.48144705099654,128.79570019013286,125.500279920971,128.7466583251953,1858100,0.1260079891129735,0.1772069837927115,0.5389259744181132,0.7885009117865824,0.5251203527099066,long
NTAP,2024-07-01,127.00637557725706,128.53680679578983,126.16267439657976,127.77159118652344,2468400,0.1179400126030674,0.245758469986735,0.4920862917081401,0.7514180163927997,0.5091387893272156,long
FICO,2024-07-01,1495.199951171875,1504.280029296875,1454.4100341796875,1496.510009765625,143600,0.1488108719847301,0.1930371545803884,0.2797903548227713,0.8787632147124353,0.4889309104463563,long
KLAC,2024-07-01,815.6029432681324,821.2999474954469,800.3845256195514,820.1605224609375,480700,0.0748703537338708,0.1668271061788866,0.4179774396395812,0.7515128171539287,0.46685081536261025,long
META,2024-07-01,503.2269228247233,504.8513350720168,491.4871220656849,502.9578247070313,10328200,0.0816424372844917,0.0281491873303423,0.4113560017425162,0.7963169062003366,0.4557276441974072,long
QCOM,2024-07-01,195.18060600867247,196.35479826882752,191.86350503513552,195.7285614013672,6800600,-0.0232909832529907,0.1696351456237024,0.3839981338478631,0.7329519486353304,0.4399781504079325,long
AMAT,2024-07-01,234.643087258183,236.1290478677427,230.89846773137032,235.1879425048828,4239600,0.0963795087912577,0.1396945528563131,0.4605563072099374,0.6589870426323916,0.4393385706663263,long
LDOS,2024-07-01,145.00767438899152,145.907916666789,143.17751284358891,143.9986114501953,633900,0.0045755265799527,0.1190364641974113,0.3561149879909491,0.679701654321625,0.40298000362341224,long
APH,2024-07-01,67.12239145900642,67.2809363184937,66.45850186953217,66.9043960571289,4698900,0.0164207491265553,0.1859281592809638,0.362911307574046,0.6316654581693393,0.40036728230879787,long
TT,2024-07-01,330.3817179564693,330.3817179564693,318.21006370023923,319.04400634765625,1599000,-0.0085849527006356,0.0858688870347506,0.3254869050842306,0.7129565182056747,0.39914396094442567,avoid
LRCX,2024-07-01,105.3200821204091,106.27784727485918,103.16264455145244,105.15847778320312,6145000,0.1177165688914609,0.0823221930304936,0.3456419063975955,0.6639235465887974,0.39749808605004244,avoid
HWM,2024-07-01,78.51406554824156,78.72343547691911,76.68954638993262,77.06841278076172,3021300,-0.0822746698999683,0.1699818529369796,0.4306598795550407,0.5906015180256692,0.391207474674179,avoid
IRM,2024-07-01,86.71298892573942,87.48980854308952,86.00413370914053,87.09169006347656,1310600,0.1345714616258946,0.1359977087546986,0.2903185770426628,0.6548383799945638,0.3896876130241536,avoid
STX,2024-07-01,100.73225368912944,101.0843281824321,99.54889509941376,100.18458557128906,1298000,0.1004274367354916,0.1235677849728109,0.1978533244289888,0.7107186183550913,0.3783997453388445,avoid
COST,2024-07-01,849.1099330032926,851.5970739904141,836.1767998702605,841.3201904296875,1989000,0.0371991494241457,0.1744044031038132,0.2792529725934223,0.6377906670031552,0.37749295414246603,avoid
FANG,2024-07-01,195.6800729693857,198.17187862117189,193.7021272432853,197.5125732421875,1230300,0.0322793239240732,0.0314799311315248,0.3468649157602286,0.6532896311130789,0.37489924579201245,avoid
NFLX,2024-07-01,674.8900146484375,675.02001953125,663.780029296875,673.6099853515625,2212800,0.0400673397817659,0.0965310478889165,0.3732848911145079,0.5729731008607974,0.3644876512346312,avoid
MPWR,2024-07-01,802.9517445873288,817.3136082809685,789.2657254523181,814.4014892578125,548900,0.1031930385296242,0.2276588540756183,0.3005084234312207,0.5404476263087823,0.36218265222096524,avoid
GOOG,2024-07-01,183.5985890843218,184.45448079252304,181.8569502164844,183.60855102539065,11815900,0.0641850301612705,0.1801912163659869,0.3073325644826856,0.5390379818330906,0.3502717083673664,avoid
