Symbol,Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m,momentum_score,signal
COIN,2024-03-01,202.6999969482422,206.38999938964844,196.009994506836,205.7700042724609,9251200,0.6050702743427976,0.6098420025328251,1.454610518644099,2.181846452738453,1.491597164629456,long
NVDA,2024-03-01,79.96440808929653,82.26338787226389,79.3996570168458,82.24239349365234,479135000,0.3372826540030369,0.7093110071768649,0.6704490513174941,2.6265527172588827,1.427346269134478,long
META,2024-03-01,489.944229331014,502.0308162689863,489.6853942410587,500.0893859863281,16273600,0.2888524593774155,0.5136452193100105,0.7039407088037248,1.8995092824245217,1.10260021541067,long
AMD,2024-03-01,197.9100036621093,202.72000122070312,195.4199981689453,202.63999938964844,103583000,0.2084202781287114,0.6361728048950344,0.9011164870226565,1.5883254185715383,1.0537417023272904,long
UBER,2024-03-01,79.5,81.47000122070312,79.31999969482422,81.02999877929688,18520800,0.2414586019119191,0.4367020671465158,0.7422060138364184,1.4561986861669878,0.9166275522382158,long
AVGO,2024-03-01,130.12981745588496,138.16080025950276,129.54783136147364,137.31776428222656,44488000,0.1857373793857293,0.4940037359817677,0.5838741610163891,1.410860645170105,0.8568809915078852,long
CEG,2024-03-01,165.35239000167917,168.58935745558057,163.3825046175828,168.27259826660156,4554500,0.3933607252760067,0.4097693517074381,0.6113474648802604,1.3059593984426288,0.8270779417102179,long
LLY,2024-03-01,762.4929009518729,777.425075583399,757.6443906916887,775.481689453125,4240500,0.2135670105180331,0.3237773610434025,0.4323955761490852,1.51032036611916,0.8199589925528733,long
DASH,2024-03-01,124.5,129.60000610351562,124.5,127.43000030517578,4456400,0.2229366990142263,0.3419334618128955,0.5403117990384547,1.3633161096538728,0.7981003458370873,long
BLDR,2024-03-01,195.07000732421875,201.0,194.1699981689453,199.97999572753903,1583700,0.1510965328127209,0.4825413050071201,0.4297562215540902,1.3318562353796255,0.7732872749007735,long
ANET,2024-03-01,70.4000015258789,72.0999984741211,70.25,71.93499755859375,10619600,0.1123395638680735,0.3120838405390465,0.5378940718750107,1.076645462646581,0.6656771311157522,long
WSM,2024-03-01,115.87397555194435,116.43294752770318,114.66776892962824,116.03087615966795,1201400,0.2236413897910047,0.2701134152794442,0.6787053512296346,0.9630740587304902,0.6652280508960758,long
LRCX,2024-03-01,93.51922840146722,97.22536350434264,93.38562738969132,97.13431549072266,11111000,0.1894882727637352,0.3784588177006236,0.4335949477095915,1.0048193116375863,0.6266467997844103,long
PHM,2024-03-01,107.18556951195008,110.18218300863668,106.85921209049825,109.98438262939452,1836800,0.063599862769619,0.2660769965325729,0.3767542884516648,1.0696736445068744,0.6004711299217256,long
CRM,2024-03-01,304.3332587279617,315.94153188496665,303.9565547399524,314.12744140625,9450200,0.1273256991293923,0.3756455943089407,0.4735863799318045,0.8935166734255069,0.5873442721244715,long
NFLX,2024-03-01,599.8099975585938,620.280029296875,599.5,619.3400268554688,4264200,0.0979065128043885,0.2978897790959418,0.4248510541858128,0.9756922455973762,0.5871008215943215,long
KLAC,2024-03-01,680.5517785853917,711.1443154266271,680.522086468044,709.5128784179688,1124600,0.210633622047113,0.3218240866041337,0.447209148024458,0.9177118296513836,0.586675655793429,long
GE,2024-03-01,124.24680173389136,126.08281166173286,124.1439286499367,125.55258178710938,8698201,0.198081837577934,0.3356016978321954,0.389763680447118,0.8912373721586209,0.5603525763218161,long
AMAT,2024-03-01,201.49541364946845,209.0204673310948,201.28775114373843,207.903076171875,7645100,0.2818398550655783,0.4100582252506464,0.3982032984748909,0.8084743265574292,0.5530463507221262,long
RL,2024-03-01,182.48292054454788,184.197893421616,181.1599354866017,181.287338256836,695700,0.2876035807566846,0.4364436529253064,0.6108574628363177,0.6216772489032967,0.5479772270729437,long
FICO,2024-03-01,1266.47998046875,1297.6300048828125,1263.6500244140625,1295.199951171875,148500,0.0803867092496906,0.2047251237876564,0.441208812441775,0.8969229087308104,0.540115502907357,avoid
AMZN,2024-03-01,176.75,178.72999572753906,176.07000732421875,178.22000122070312,31956200,0.1483247727133518,0.2180152562854902,0.3194639191283093,0.9336010064145848,0.5277151068327599,avoid
NRG,2024-03-01,54.46667877961904,55.42360458527128,54.193272470827424,55.37478256225586,4522700,0.0691931477852318,0.2196691656041456,0.5395819461593727,0.7836028990708748,0.526168891375514,avoid
WDC,2024-03-01,46.02158002192845,48.69234297686437,45.74997991366584,48.51127243041992,22594591,0.123144058908601,0.3588334427856465,0.5122295926806644,0.6867785611366319,0.5124613967068414,avoid
CMG,2024-03-01,53.98899841308594,54.09980010986328,53.5989990234375,53.77560043334961,8260000,0.1162460649754546,0.2282525913675595,0.3869914371650451,0.8109067398414098,0.4977352518571349,avoid
URI,2024-03-01,685.5550443559017,694.6799409717646,682.9648780322194,692.61376953125,367100,0.1229858136720485,0.4747709045087156,0.4760762290555422,0.5175840425969396,0.45710924802438646,avoid
JBL,2024-03-01,144.4423572554962,147.69250410349105,143.87407178622354,146.7353973388672,1361100,0.1753930968328272,0.2778983650684472,0.2728340632329027,0.7533761300413124,0.45631965368336797,avoid
ETN,2024-03-01,283.7965185621589,288.77886317550383,283.257105274912,288.0531005859375,2314600,0.1935143812749631,0.3007085604579071,0.2816115169180464,0.7202637917004213,0.4520821219746602,avoid
LEN,2024-03-01,150.72562881132222,153.80650784422798,149.09009636494727,153.54977416992188,1825827,0.0776108163746538,0.2730999785181796,0.3584081509040913,0.6991599886565498,0.4495675180749486,avoid
MU,2024-03-01,91.40998096786466,95.5270096118294,91.40998096786466,94.62206268310548,23430400,0.1096211249093122,0.2423707806179267,0.4016207638228393,0.6708958528656002,0.4482808389076084,avoid
NTAP,2024-03-01,103.38550443271266,109.83001688049626,102.45788905444172,102.82893371582033,12903300,0.2076834796209821,0.18297543292988,0.3951508187897234,0.6747822024178609,0.4458215611521356,avoid
PCAR,2024-03-01,106.74083107125485,108.53133005669794,106.44400464134954,108.37813568115234,2190500,0.1304041458462674,0.2847381096052164,0.4225176007943076,0.6215203779325076,0.4453514679169654,avoid
NOW,2024-03-01,772.0,778.2999877929688,768.3699951171875,773.6300048828125,882600,0.0107525218268058,0.1394842078397538,0.3151605088504299,0.8035855841831661,0.4449544800790267,avoid
MPWR,2024-03-01,720.0484732584192,744.8507260216785,709.7868438339634,736.68896484375,634200,0.233989407447666,0.3483696449952556,0.4493391049551307,0.5406206027533784,0.44412284233170835,avoid
COST,2024-03-01,735.451021596579,746.317311836534,734.269037224653,744.390380859375,1672800,0.0801026072024304,0.3057689262529843,0.4181719998493001,0.6129652010937556,0.4398017263631322,avoid
ISRG,2024-03-01,383.4800109863281,399.6700134277344,382.3200073242188,397.8999938964844,2193900,0.0520331886528055,0.2804092592112488,0.2489798815602186,0.7503188786854122,0.4361066866497608,avoid
MLM,2024-03-01,573.4125418522802,585.8033937299627,573.0451909351297,585.73388671875,654300,0.1618477815945098,0.2786134585673165,0.3286910820066608,0.6633096861933443,0.4358386689522502,avoid
STX,2024-03-01,91.548492982622,94.58404974669752,90.70046748389294,93.63002014160156,5097800,0.1339870183931508,0.2484384948717199,0.4526825732172601,0.5792494447431709,0.4305909506761055,avoid
TT,2024-03-01,279.11038362180153,283.8830318054919,278.7440239038097,283.17010498046875,1089300,0.137986462391447,0.2927234310874385,0.4026659656550144,0.5693275028047815,0.4208741232750493,avoid
AXON,2024-03-01,303.0,314.489990234375,302.239990234375,314.25,892300,0.2617441704024339,0.3913486192809181,0.4886309375372708,0.4215597732317244,0.419657331450298,avoid
TDG,2024-03-01,1115.7417814773596,1125.2132736800536,1108.1077032649634,1120.7332763671875,196400,0.0829062455215787,0.2418610398290972,0.3589459512025299,0.6336523544731658,0.41780755966800254,avoid
DHI,2024-03-01,147.67229000137854,151.21839689310343,146.5659873676298,151.09986877441406,1988600,0.0725843977420281,0.2044872328973737,0.2911175440752389,0.6977811702033818,0.414603617657602,avoid
IRM,2024-03-01,74.72390434289937,77.61113476381823,74.35104295832201,77.46772766113281,2721400,0.2000890211152128,0.2928868779847677,0.3049088442679322,0.6085514609020299,0.4134795153496664,avoid
HWM,2024-03-01,66.39953814826406,66.99737161069191,66.26004392709305,66.75823974609375,2172700,0.1919078749900136,0.2998010666818778,0.3500836768857154,0.5710809254797624,0.41260847409299656,avoid
RCL,2024-03-01,121.90760701152766,125.0925371810215,121.16577573153864,122.90660858154295,2622400,-0.0254117703428076,0.173260314158699,0.2559127148648263,0.7379022231332071,0.4040455895101898,avoid
