Symbol,Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m,momentum_score,signal
NVDA,2024-02-01,62.07237659144927,63.16289473455255,61.622579800424674,62.998966217041016,369146000,0.3084828982037162,0.5456729153848299,0.4239702389651754,2.2274643228003512,1.1581596737070308,long
AMD,2024-02-01,169.27000427246094,171.13999938964844,165.86000061035156,170.47999572753906,91576700,0.2301918998050975,0.730761377944559,0.5590306182572564,1.2685295045380935,0.844292452861836,long
META,2024-02-01,391.7905939154607,398.314798930532,390.9054353493243,392.6260070800781,29727100,0.1400270563906966,0.3103860074686153,0.2560211420061182,1.6500636996466396,0.8129117295932842,long
COIN,2024-02-01,128.75,132.07000732421875,124.23999786376952,128.9499969482422,8464300,-0.1780342112778087,0.6720694029534027,0.4259647961193438,1.2050273248567644,0.7264108282414086,long
UBER,2024-02-01,66.12000274658203,66.8499984741211,65.58999633789062,66.7300033569336,12504200,0.1430284709840266,0.5418208234528439,0.4209966920335375,1.1574523989179233,0.7119469789662021,long
BLDR,2024-02-01,176.25,179.07000732421875,173.97999572753906,179.02000427246094,767300,0.0824767141548561,0.6496499245321248,0.2043864707182461,1.2461732889239374,0.6979629131069593,long
PANW,2024-02-01,169.5,170.22500610351562,167.72000122070312,169.98500061035156,4351000,0.1766924595749319,0.3989383394115451,0.4395139258014644,1.1430282559802305,0.6865223939723338,long
ANET,2024-02-01,65.5,65.93250274658203,65.16000366210938,65.74500274658203,8947600,0.1356884339221151,0.3124720137489787,0.4834161371679764,1.0868117599715652,0.6558127912810263,long
AVGO,2024-02-01,116.52926336404413,118.07402074800426,115.72057324814962,117.77174377441406,19411000,0.1056127946038718,0.4328154809563156,0.3583924894514247,1.0979499070017544,0.6438220852877795,long
FICO,2024-02-01,1198.8299560546875,1243.6500244140625,1198.8299560546875,1243.1700439453125,159700,0.0990222482947376,0.4696939850349966,0.5120228174191495,0.8667618006722619,0.6041525873311228,long
LLY,2024-02-01,640.7127103933009,653.7678785319888,636.5952020061895,653.6787719726562,2494300,0.1152145918031901,0.1944655327920366,0.4589609908574099,0.9379462610719612,0.5632813674247338,long
RCL,2024-02-01,128.83136156509795,132.31302715539434,120.96795326352088,125.5771942138672,7838000,0.0567671145137815,0.4984066577264106,0.2068440789195835,0.9550353790449062,0.5494254182904978,long
PHM,2024-02-01,104.60433001160864,105.83066969147896,103.28899336795276,105.5537567138672,1563700,0.0510092433927826,0.453168794510387,0.2823944482483842,0.893076419433561,0.5376835854892953,long
DASH,2024-02-01,104.88999938964844,107.80999755859376,104.76000213623048,107.3000030517578,2171800,0.1123782300453086,0.4316211797294051,0.247964629709507,0.8525553598737565,0.5129735918127667,long
NRG,2024-02-01,51.83025107014719,53.32422654362919,51.62519261849001,52.97270202636719,2907600,0.0665908214426409,0.2898249526224319,0.4759500451719189,0.6464000963667094,0.4659691247670099,long
NOW,2024-02-01,769.0900268554688,772.9299926757812,764.0599975585938,771.0,886300,0.1214218904137025,0.3250838400802263,0.3690360342287619,0.694021470191837,0.46547835540277893,long
CRM,2024-02-01,279.56034833130013,282.5739197891006,278.91597031163275,281.33477783203125,3218300,0.1080309296992794,0.4131353782263076,0.2870748686821132,0.6895874990607067,0.4553876288441061,long
URI,2024-02-01,627.1354848219876,637.8257692605695,611.7017075625248,636.4549560546875,646100,0.138017969408984,0.5939040306550165,0.3874124225410655,0.484288904661883,0.44252189169897455,long
NFLX,2024-02-01,567.02001953125,572.6599731445312,563.8300170898438,567.510009765625,3174000,0.2113340656683564,0.3784886842045569,0.320712109945662,0.6037699464713413,0.4345527549799822,long
LRCX,2024-02-01,82.32166272052086,82.73928764779559,81.54877007448226,82.35729217529297,7633000,0.1106498865761471,0.418651140455299,0.2166543157348992,0.6686241342302337,0.4272411651612378,long
TDG,2024-02-01,1041.352617560927,1057.8994018777828,1037.8102888190074,1054.8211669921875,228100,0.1224349959979351,0.3943246720545215,0.3011926765687831,0.6086748340007682,0.42493617058164,avoid
TT,2024-02-01,265.0745065043451,268.59896806741466,259.76313913264124,267.2859191894531,2456800,0.1251298756687762,0.4274350027465952,0.3296019350097883,0.5353824675123191,0.4110335556240608,avoid
ISRG,2024-02-01,378.4100036621094,384.2900085449219,375.6700134277344,383.8299865722656,1630100,0.1596772428293882,0.4637708213920983,0.2228948053124912,0.5622531757831859,0.40049160046838017,avoid
ETN,2024-02-01,250.7150696028816,259.6597168152924,250.5483399469516,259.4831848144531,3663800,0.1074509733435342,0.2776048225581622,0.218455067853202,0.6606526504004542,0.39606364236212815,avoid
GE,2024-02-01,105.27740644382249,107.20046280752946,104.83423059472314,107.160888671875,6190572,0.0751091103413084,0.2473076723611851,0.2109721251573657,0.6876066071389844,0.39530672590917126,avoid
WSM,2024-02-01,95.91277347618204,96.8983271146514,93.91224032254304,96.5845184326172,1639800,-0.0268395554258298,0.3169142856429541,0.4399345658315303,0.495657292151676,0.3909421881961373,avoid
GWW,2024-02-01,890.537956945409,914.032214376718,885.7758731194285,911.5523681640624,349000,0.1345236601265085,0.2671998482232196,0.2847412314918494,0.5815270574718119,0.3849255280935744,avoid
PSX,2024-02-01,138.13346799833198,141.35559946674502,135.32955067973936,138.3425750732422,5090500,0.0838482749485776,0.2876779840320254,0.3603063953801533,0.5100202434291299,0.37802044028696075,avoid
ADBE,2024-02-01,619.0,628.7999877929688,618.780029296875,627.9099731445312,1687600,0.0824727450415709,0.1801488103329585,0.1840655998462324,0.6954959749247258,0.3776951064945088,avoid
MSFT,2024-02-01,397.3199212437322,403.42068358377554,397.2902591651768,399.248046875,30657700,0.0887374589795648,0.1966506193193085,0.2380343218541367,0.6438414686935241,0.37715075379546886,avoid
PH,2024-02-01,484.3266549353507,492.6513182035348,474.8802129845956,492.1789855957031,1632700,0.0906435259773492,0.3607101970406234,0.2414117269253375,0.5584752884915412,0.37702002548007735,avoid
CDNS,2024-02-01,289.5,291.3299865722656,287.010009765625,290.5199890136719,1056000,0.1050589416447942,0.2112569590191626,0.2700882313406874,0.5890170437241962,0.36939057286019666,avoid
LEN,2024-02-01,143.97429868059868,146.99813225013423,142.5954999984437,146.37054443359375,2443045,0.0438763589787956,0.4429132571699929,0.2336624007696839,0.5127889071756284,0.36818457043303465,avoid
