Price,Close,High,Low,Open,Volume
Ticker,TROW,TROW,TROW,TROW,TROW
Date,,,,,
2022-12-01,111.966796875,112.33682366911533,109.56165968164993,110.90078282500436,1565400
2022-12-02,111.01530456542969,111.2091265010465,108.32823995169908,110.20477585998422,1817200
2022-12-05,108.91851806640625,110.953641801673,107.7291640547599,110.91840083639491,1482700
2022-12-06,106.89221954345703,108.80399665697581,106.3195655851675,108.54850468415349,1038100
2022-12-07,106.82173919677734,108.05514618954045,105.90549419419696,105.90549419419696,1819500
2022-12-08,107.7115478515625,108.24014889218859,106.47814094241704,107.05960007064766,832500
2022-12-09,105.57070922851562,107.52653915237916,105.29759342228719,106.94507329543508,1480300
2022-12-12,106.59268188476562,106.90103196882919,104.29326069549096,105.09497763558393,1790500
2022-12-13,108.77755737304688,113.04161320948559,107.18294239508903,112.74207509669806,2411300
2022-12-14,104.46944427490234,108.97137475023173,103.69415653964322,107.65867409722301,3181100
2022-12-15,99.64558410644531,102.6093209789387,98.73777629904903,101.75491163367104,3623400
2022-12-16,98.36397552490234,99.87699772673002,96.85096011331716,99.01368629684903,4829200
2022-12-19,97.48285675048828,98.3550700977326,96.50384648048387,97.73205862391758,2380800
2022-12-20,97.28707122802734,97.7409786039497,96.24576029818463,96.28136154239844,2074900
2022-12-21,100.61572265625,100.66021912166171,98.34619242270557,98.60429636696993,1327400
2022-12-22,98.15037536621094,99.38748965133016,95.81855176214803,98.7911841335158,1580700
2022-12-23,98.89798736572266,99.09378400787534,97.27816822987512,98.15927688541089,663500
2022-12-27,98.5508804321289,99.80579189439932,98.22157405325683,98.90687925332415,1019700
2022-12-28,96.19234466552734,99.36078014261014,96.06774372813028,98.37286786021781,1275800
2022-12-29,99.08488464355469,99.3518837572668,97.1446612068476,97.65196699216705,1066500
2022-12-30,97.06455993652344,98.39068070247403,95.77404720187191,97.54516650542438,1582700
2023-01-03,97.1446533203125,99.90368467947002,96.42374015425891,98.54196961838451,2784500
2023-01-04,99.11158752441406,100.40210026380139,96.9577633594019,98.50638000471517,1472100
2023-01-05,96.30804443359375,98.87127246979661,95.40023662605583,97.90116419301825,1795000
2023-01-06,99.93928527832031,100.73139412304744,96.23683813826587,97.17135193002967,1193400
2023-01-09,102.21772766113281,104.08674877535489,99.79689746775298,100.28640606944478,1735300
2023-01-10,104.30924987792969,104.46055685541673,101.63921781494265,103.02763910506093,1168400
2023-01-11,107.04157257080078,107.31748047596065,104.88774853444417,105.54635448146189,1962200
2023-01-12,106.4185791015625,107.41539352980797,103.97995168542232,107.41539352980797,1403500
2023-01-13,105.47515106201172,105.91125432561425,103.95323385249783,104.88774084593186,861000
2023-01-17,105.59085845947266,106.00026252614427,103.91764095347885,104.98565097173156,1331000
2023-01-18,104.30924987792969,107.88709664486821,104.06894997996763,106.35627717565015,1750500
2023-01-19,101.46121978759766,102.95643803502459,100.64241157335601,102.84073908852613,1045600
2023-01-20,104.85215759277344,105.16366676758689,100.92721396669667,102.15542627882246,1405500
2023-01-23,105.6175537109375,106.57876676528454,104.46054403314214,105.46625354226487,1345100
2023-01-24,104.55845642089844,105.5552640247957,103.91764765254017,105.35056537338502,910800
2023-01-25,103.81084442138672,104.21134650839387,100.25080172712725,102.48473041904298,2176900
2023-01-26,101.9774169921875,102.0575146875111,99.3251823952967,101.45230720306742,2588900
2023-01-27,103.49932098388672,104.46942916136064,99.55657423064558,101.18529506151918,2158700
2023-01-30,100.98060607910156,102.60042516715126,100.7225021794916,102.12872061588702,1579100
2023-01-31,103.65953826904297,103.7485379732274,100.38429890726428,100.98060439456629,2489800
2023-02-01,106.83687591552734,107.82478824949793,102.07532044427941,102.66272392407042,2120600
2023-02-02,114.5888671875,117.89970777636593,108.5456942701224,108.5456942701224,3945400
2023-02-03,111.98114013671875,114.37526417694733,110.40582426794201,111.02882900921136,1771500
2023-02-06,109.0530014038086,110.41471658122423,108.68810057644677,110.12101823391816,1206000
2023-02-07,110.21002960205078,111.01993583010754,108.13630298510608,108.59910557396095,1063800
2023-02-08,107.0771713256836,110.35241055061971,106.73896974781631,109.22210009519446,1358900
2023-02-09,104.1668472290039,108.34099934790402,103.84644285197467,107.9226932562135,1787700
2023-02-10,104.68305206298828,105.03015566320722,101.72821706225122,102.79622709519533,1760400
2023-02-13,108.01170349121094,108.13630445106267,104.2291578622643,105.17256706978263,1318800
2023-02-14,107.60228729248047,108.6525001149804,105.18145727517607,107.45988233134855,1084100
2023-02-15,108.60800170898438,109.52471161885208,106.56098122827068,106.96148331638524,933500
2023-02-16,105.98248291015625,107.42429599532439,105.51077829388552,106.39188704484863,1140400
2023-02-17,105.67096710205078,105.84006450760963,104.06004321367644,105.04795557502875,1562500
2023-02-21,100.77591705322266,103.90875180737407,100.19740872579683,103.77524884100765,1796900
2023-02-22,99.88590240478516,101.91512568501246,98.81788550607844,100.73140984146565,1658500
2023-02-23,100.26860046386719,101.63921085357927,99.1827864128487,100.63350128989016,1532300
2023-02-24,98.0435791015625,98.49747965630196,96.95776499290564,98.24827775403499,1800100
2023-02-27,99.28069305419922,100.53560456923208,98.62208026876384,99.9303970414152,1548100
2023-02-28,99.9303970336914,100.72250598750546,99.01368712918139,99.31628749794515,1496400
2023-03-01,98.90687561035156,99.69898450174757,97.87446684447535,99.47648185157472,1364900
2023-03-02,98.93358612060547,99.1471867731943,96.91325816284193,97.74987033832483,1075000
2023-03-03,101.00730895996094,101.47011831054361,99.39639182136771,99.85919438170787,1136300
2023-03-06,101.98631286621094,102.70722607997732,100.7937019043193,101.9151171777676,1733500
2023-03-07,99.03148651123047,102.28892889669157,98.74668336197507,102.03082498170345,1635400
2023-03-08,100.25969696044922,100.62459778102784,99.00477873620282,99.44978404291565,1006100
2023-03-09,99.07598114013672,102.84072901979157,98.79117801566521,100.41099705926733,1683900
2023-03-10,93.47782897949219,97.9456867945103,92.97052311821054,97.91008554930276,2991500
2023-03-13,94.91073608398438,97.0111617813692,91.00358983619266,92.56110848864584,4172100
2023-03-14,95.94609069824219,98.31390486484787,93.73132766969476,98.19686697141933,2778400
