Price,Close,High,Low,Open,Volume
Ticker,GILD,GILD,GILD,GILD,GILD
Date,,,,,
2022-12-01,79.51290130615234,80.48080550018268,79.3500759790526,79.78427225036837,8220500
2022-12-02,80.53506469726562,80.57124886399723,78.29170157129931,78.42738356976265,6730400
2022-12-05,79.58525848388672,80.59838757573772,79.12391897160495,79.45861044598101,6811400
2022-12-06,79.56715393066406,80.2094073075725,78.82539582902382,79.59429032805936,6760500
2022-12-07,79.41338348388672,80.10086885196544,79.03346008366854,79.63048158380793,8861700
2022-12-08,80.9330825805664,81.059723711773,79.20532487400997,79.48575043718806,6392200
2022-12-09,79.57621002197266,80.75216440780979,79.413384719143,80.75216440780979,8276300
2022-12-12,80.09182739257812,80.10991602673607,79.08773911190653,79.46766254204586,5968400
2022-12-13,80.28178405761719,81.17731977273435,79.54907364537809,81.07781503756307,8462200
2022-12-14,80.62837982177734,81.44013556375792,79.82573992684868,80.2635441385063,8643500
2022-12-15,78.96837615966797,80.35474326676645,77.88299202434233,80.30914316009114,9898600
2022-12-16,79.13256072998047,79.46091215298694,78.25695925485056,78.7494794306983,28313000
2022-12-19,78.82244873046875,79.00487005540108,77.91948578770524,78.43937438610388,5834800
2022-12-20,77.31751251220703,77.76443957778527,74.61773929865512,76.28685803255925,10999000
2022-12-21,77.77352905273438,78.35727018618192,77.39957760888328,77.75529040418614,5320700
2022-12-22,77.78266143798828,77.95595993451549,76.95266713292557,77.75529998246527,4698800
2022-12-23,77.29927062988281,77.7553135244544,76.87058919559956,77.72795206416608,3955400
2022-12-27,77.53640747070312,77.95596605855806,77.24454032442745,77.75530609074447,3455900
2022-12-28,77.13508605957031,78.28431597046185,77.02563327231252,77.89211884778165,3285900
2022-12-29,77.7644271850586,78.04717151966805,77.17157010010776,77.44519858813476,3464100
2022-12-30,78.30255126953125,78.3390355303883,77.32661990725391,77.82826979571195,3831000
2023-01-03,77.88299560546875,78.57618267022191,77.37222985178826,77.60025127163298,6050600
2023-01-04,77.98332214355469,78.8954077826606,77.47255641242697,78.62177930746435,5713900
2023-01-05,78.30255126953125,78.81332396286885,77.52727986263713,77.5364026675167,5710700
2023-01-06,80.33651733398438,80.52805451312996,78.64003722308085,78.99575012130298,5939400
2023-01-09,77.61848449707031,80.1723270042556,77.48167026299592,80.05375142068266,5435700
2023-01-10,79.4791488647461,79.83486173787139,77.39959454227152,77.70970034605796,5034500
2023-01-11,79.5247573852539,79.5338732323586,78.45761178774295,79.46091166221153,5947100
2023-01-12,78.18399047851562,78.97750061605531,77.60025616360704,78.89541623989408,6013300
2023-01-13,78.68563079833984,78.7129992147969,77.82827496655132,78.01981212978052,5305700
2023-01-17,77.9012451171875,78.7768465782018,77.85563804746997,78.48497942453037,5959800
2023-01-18,76.37806701660156,77.6458657895167,76.25037555448513,77.54553578947339,6374800
2023-01-19,76.26861572265625,77.14421723979133,75.93114147763721,76.77025872839222,6922500
2023-01-20,75.71223449707031,76.43278302170648,75.25619165555335,76.19563879569245,16678600
2023-01-23,75.91289520263672,76.96178818144756,75.17410106026902,75.48421381403534,5673100
2023-01-24,76.63343811035156,76.68816798471154,74.89135802689385,76.09531088288747,4776400
2023-01-25,76.67904663085938,77.11685084071887,76.21388096263276,76.75201515894626,3892800
2023-01-26,76.26861572265625,76.44190728963378,75.3474071328805,76.3963071756554,3670900
2023-01-27,76.36895751953125,76.5878561929836,75.80346174122737,76.00412175800176,4108300
2023-01-30,76.0223388671875,76.4692588950895,75.0920145497052,76.17739176032431,7283000
